Using data for  U0
Training MSE:   13.34238441734314
Training MAE:   2.651650996017456
Testing loss:   8.168954024505615
Testing MSE:    8.168954024505615
Testing MAE:    2.1146411361694337

Epoch  2
Training loss:  5.313219631862641
Training MSE:   5.313219631862641
Training MAE:   1.6795379386901856
Testing loss:   2.7537206912994385
Testing MSE:    2.7537206912994385
Testing MAE:    1.2259949508666992

Epoch  3
Training loss:  1.626231348490715
Training MSE:   1.626231348490715
Training MAE:   0.9195014190673828
Testing loss:   0.7370305213928222
Testing MSE:    0.7370305213928222
Testing MAE:    0.6273859588623046

Epoch  4
Training loss:  0.46168110953569413
Training MSE:   0.46168110953569413
Training MAE:   0.4914233341217041
Testing loss:   0.23547685520648956
Testing MSE:    0.23547685520648956
Testing MAE:    0.33851149139404296

Epoch  5
Training loss:  0.1828672840103507
Training MSE:   0.1828672840103507
Training MAE:   0.2940608486175537
Testing loss:   0.1741028395652771
Testing MSE:    0.1741028395652771
Testing MAE:    0.29514905853271484

Epoch  6
Training loss:  0.1204341364338994
Training MSE:   0.1204341364338994
Training MAE:   0.23451493644714355
Testing loss:   0.08674057329893112
Testing MSE:    0.08674057329893112
Testing MAE:    0.1911511947631836

Epoch  7
Training loss:  0.13115296276807786
Training MSE:   0.13115296276807786
Training MAE:   0.2620521556854248
Testing loss:   0.0969022371172905
Testing MSE:    0.0969022371172905
Testing MAE:    0.23061533660888672

Epoch  8
Training loss:  0.13176976609230043
Training MSE:   0.13176976609230043
Training MAE:   0.2698798683166504
Testing loss:   0.08313135973215104
Testing MSE:    0.08313135973215104
Testing MAE:    0.21477680053710937

Epoch  9
Training loss:  0.1398114313438535
Training MSE:   0.1398114313438535
Training MAE:   0.2851641170501709
Testing loss:   0.05824117167592049
Testing MSE:    0.05824117167592049
Testing MAE:    0.1650080337524414

Training loss:  0.05728862875252962
Training MSE:   0.05728862875252962
Training MAE:   0.1632863536834717

Testing loss:  0.05824117167592049
Testing MSE:   0.05824117167592049
Testing MAE:   0.1650080337524414

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 20, 5]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  4032.1631475837708
Training MSE:   4032.1631475837708
Training MAE:   18.00688246498108
Testing loss:   16.038499451446533
Testing MSE:    16.038499451446533
Testing MAE:    3.197994107055664

Epoch  1
Training loss:  11.168670537376403
Training MSE:   11.168670537376403
Training MAE:   2.6354963165283203
Testing loss:   6.991642228698731
Testing MSE:    6.991642228698731
Testing MAE:    2.102380549621582

Epoch  2
Training loss:  4.552914513587952
Training MSE:   4.552914513587952
Training MAE:   1.6621781303405763
Testing loss:   2.27663094367981
Testing MSE:    2.27663094367981
Testing MAE:    1.19508836517334

Epoch  3
Training loss:  1.2678350701451302
Training MSE:   1.2678350701451302
Training MAE:   0.8499294189453125
Testing loss:   0.5189711771011353
Testing MSE:    0.5189711771011353
Testing MAE:    0.5495356231689453

Epoch  4
Training loss:  0.3124338633328676
Training MSE:   0.3124338633328676
Training MAE:   0.39870564880371095
Testing loss:   0.16474909205436705
Testing MSE:    0.16474909205436705
Testing MAE:    0.2728062469482422

Epoch  5
Training loss:  0.13499385911971332
Training MSE:   0.13499385911971332
Training MAE:   0.2502755165100098
Testing loss:   0.11014183987379074
Testing MSE:    0.11014183987379074
Testing MAE:    0.24675550079345704

Epoch  6
Training loss:  0.10841062761247158
Training MSE:   0.10841062761247158
Training MAE:   0.23402866287231444
Testing loss:   0.17633959035873414
Testing MSE:    0.17633959035873414
Testing MAE:    0.36319340057373045

Epoch  7
Training loss:  0.11820089925974607
Training MSE:   0.11820089925974607
Training MAE:   0.2569471839904785
Testing loss:   0.07105196285247803
Testing MSE:    0.07105196285247803
Testing MAE:    0.2020384323120117

Epoch  8
Training loss:  0.12787442894503473
Training MSE:   0.12787442894503473
Training MAE:   0.27251353721618654
Testing loss:   0.07106008780598641
Testing MSE:    0.07106008780598641
Testing MAE:    0.19815221710205078

Epoch  9
Training loss:  0.12157487811148167
Training MSE:   0.12157487811148167
Training MAE:   0.2677526470184326
Testing loss:   0.14255511970520018
Testing MSE:    0.14255511970520018
Testing MAE:    0.33018527069091796

Training loss:  0.14255078929066659
Training MSE:   0.14255078929066659
Training MAE:   0.33110320854187014

Testing loss:  0.14255511970520018
Testing MSE:   0.14255511970520018
Testing MAE:   0.33018527069091796

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 15, 25]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  6985.169446511841
Training MSE:   6985.169446511841
Training MAE:   27.07191385192871
Testing loss:   40.0872580078125
Testing MSE:    40.0872580078125
Testing MAE:    5.071834434509277

Epoch  1
Training loss:  26.634263860702514
Training MSE:   26.634263860702514
Training MAE:   4.10034322013855
Testing loss:   14.799416358947754
Testing MSE:    14.799416358947754
Testing MAE:    3.0779748413085937

Epoch  2
Training loss:  6.859761004447937
Training MSE:   6.859761004447937
Training MAE:   1.9891061855316161
Testing loss:   1.6163472213745118
Testing MSE:    1.6163472213745118
Testing MAE:    0.978517416381836

Epoch  3
Training loss:  0.6523290466070175
Training MSE:   0.6523290466070175
Training MAE:   0.5968096008300782
Testing loss:   0.2559583340167999
Testing MSE:    0.2559583340167999
Testing MAE:    0.38010212097167967

Epoch  4
Training loss:  0.20465886181294918
Training MSE:   0.20465886181294918
Training MAE:   0.33143725090026854
Testing loss:   0.137523056858778
Testing MSE:    0.137523056858778
Testing MAE:    0.26384808197021486

Epoch  5
Training loss:  0.1231462678924203
Training MSE:   0.1231462678924203
Training MAE:   0.2517911186218262
Testing loss:   0.08547612282037735
Testing MSE:    0.08547612282037735
Testing MAE:    0.2089097183227539

Epoch  6
Training loss:  0.11519703931957483
Training MSE:   0.11519703931957483
Training MAE:   0.2512273548126221
Testing loss:   0.10408528738021851
Testing MSE:    0.10408528738021851
Testing MAE:    0.23855208435058595

Epoch  7
Training loss:  0.14081914208382368
Training MSE:   0.14081914208382368
Training MAE:   0.2855062084197998
Testing loss:   0.0891105375289917
Testing MSE:    0.0891105375289917
Testing MAE:    0.2192811492919922

Epoch  8
Training loss:  0.1332380474001169
Training MSE:   0.1332380474001169
Training MAE:   0.27912457618713377
Testing loss:   0.06904883010983467
Testing MSE:    0.06904883010983467
Testing MAE:    0.19924307708740235

Epoch  9
Training loss:  0.14205219811052083
Training MSE:   0.14205219811052083
Training MAE:   0.28731367149353026
Testing loss:   0.24959123349189757
Testing MSE:    0.24959123349189757
Testing MAE:    0.4522427688598633

Training loss:  0.2488074003815651
Training MSE:   0.2488074003815651
Training MAE:   0.45341247520446776

Testing loss:  0.24959123349189757
Testing MSE:   0.24959123349189757
Testing MAE:   0.4522427688598633

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 15, 20]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  7402.972881801224
Training MSE:   7402.972881801224
Training MAE:   26.088709564590456
Testing loss:   21.459890182495116
Testing MSE:    21.459890182495116
Testing MAE:    3.518376774597168

Epoch  1
Training loss:  13.000010087013244
Training MSE:   13.000010087013244
Training MAE:   2.6898545196533203
Testing loss:   5.9966103485107425
Testing MSE:    5.9966103485107425
Testing MAE:    1.8608131988525392

Epoch  2
Training loss:  3.0910231180667878
Training MSE:   3.0910231180667878
Training MAE:   1.287691527557373
Testing loss:   1.09330570602417
Testing MSE:    1.09330570602417
Testing MAE:    0.8027875991821289

Epoch  3
Training loss:  0.5417982973873615
Training MSE:   0.5417982973873615
Training MAE:   0.5279957397460937
Testing loss:   0.24820574684143065
Testing MSE:    0.24820574684143065
Testing MAE:    0.36957523498535155

Epoch  4
Training loss:  0.1763354999691248
Training MSE:   0.1763354999691248
Training MAE:   0.29029903259277345
Testing loss:   0.15541726717948914
Testing MSE:    0.15541726717948914
Testing MAE:    0.2992844741821289

Epoch  5
Training loss:  0.12237884351313114
Training MSE:   0.12237884351313114
Training MAE:   0.24259053535461425
Testing loss:   0.18169260342121124
Testing MSE:    0.18169260342121124
Testing MAE:    0.34230179443359376

Epoch  6
Training loss:  0.11394885738044977
Training MSE:   0.11394885738044977
Training MAE:   0.24308854522705078
Testing loss:   0.08781379599571228
Testing MSE:    0.08781379599571228
Testing MAE:    0.2116173568725586

Epoch  7
Training loss:  0.12898222248703242
Training MSE:   0.12898222248703242
Training MAE:   0.26769564590454104
Testing loss:   0.10361940248012542
Testing MSE:    0.10361940248012542
Testing MAE:    0.2428544219970703

Epoch  8
Training loss:  0.15810559111088515
Training MSE:   0.15810559111088515
Training MAE:   0.3037416374206543
Testing loss:   0.08027963796257973
Testing MSE:    0.08027963796257973
Testing MAE:    0.2058383514404297

Epoch  9
Training loss:  0.14671111762076616
Training MSE:   0.14671111762076616
Training MAE:   0.2942620235443115
Testing loss:   0.10102241290807724
Testing MSE:    0.10102241290807724
Testing MAE:    0.2533681259155273

Training loss:  0.10232099579870702
Training MSE:   0.10232099579870702
Training MAE:   0.2531792079925537

Testing loss:  0.10102241290807724
Testing MSE:   0.10102241290807724
Testing MAE:   0.2533681259155273

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 15, 15]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  7839.8894540054325
Training MSE:   7839.8894540054325
Training MAE:   29.547855999374388
Testing loss:   43.1981489074707
Testing MSE:    43.1981489074707
Testing MAE:    4.932204496765137

Epoch  1
Training loss:  29.973760746765137
Training MSE:   29.973760746765137
Training MAE:   4.086315937423706
Testing loss:   17.005360820007326
Testing MSE:    17.005360820007326
Testing MAE:    3.117158694458008

Epoch  2
Training loss:  8.98120552330017
Training MSE:   8.98120552330017
Training MAE:   2.179012720108032
Testing loss:   3.188017469406128
Testing MSE:    3.188017469406128
Testing MAE:    1.3264723846435547

Epoch  3
Training loss:  1.4955816327929496
Training MSE:   1.4955816327929496
Training MAE:   0.8838244171142579
Testing loss:   0.564522027015686
Testing MSE:    0.564522027015686
Testing MAE:    0.570010987854004

Epoch  4
Training loss:  0.3497621003806591
Training MSE:   0.3497621003806591
Training MAE:   0.43463144149780275
Testing loss:   0.17838776714801788
Testing MSE:    0.17838776714801788
Testing MAE:    0.31216895904541014

Epoch  5
Training loss:  0.1501010081410408
Training MSE:   0.1501010081410408
Training MAE:   0.27216384048461917
Testing loss:   0.10346021350622177
Testing MSE:    0.10346021350622177
Testing MAE:    0.23165382537841797

Epoch  6
Training loss:  0.10758645983189344
Training MSE:   0.10758645983189344
Training MAE:   0.23083330039978028
Testing loss:   0.14212251623868943
Testing MSE:    0.14212251623868943
Testing MAE:    0.3098035842895508

Epoch  7
Training loss:  0.12703432075828314
Training MSE:   0.12703432075828314
Training MAE:   0.26186447830200194
Testing loss:   0.07740426172018051
Testing MSE:    0.07740426172018051
Testing MAE:    0.21014902648925782

Epoch  8
Training loss:  0.13443950645178557
Training MSE:   0.13443950645178557
Training MAE:   0.27868794174194333
Testing loss:   0.07164768155813217
Testing MSE:    0.07164768155813217
Testing MAE:    0.20384171905517579

Epoch  9
Training loss:  0.13353192439824343
Training MSE:   0.13353192439824343
Training MAE:   0.2811441375732422
Testing loss:   0.06998340902328491
Testing MSE:    0.06998340902328491
Testing MAE:    0.20312020874023437

Training loss:  0.07146012470275163
Training MSE:   0.07146012470275163
Training MAE:   0.20290542221069335

Testing loss:  0.06998340902328491
Testing MSE:   0.06998340902328491
Testing MAE:   0.20312020874023437

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 15, 10]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  9122.21733028121
Training MSE:   9122.21733028121
Training MAE:   31.91019533843994
Testing loss:   1.5277810564041139
Testing MSE:    1.5277810564041139
Testing MAE:    0.9526660690307617

Epoch  1
Training loss:  0.4995877078086138
Training MSE:   0.4995877078086138
Training MAE:   0.49785991592407225
Testing loss:   0.19661184655427932
Testing MSE:    0.19661184655427932
Testing MAE:    0.29922095642089847

Epoch  2
Training loss:  0.13311779631525278
Training MSE:   0.13311779631525278
Training MAE:   0.23980493278503417
Testing loss:   0.0963981877207756
Testing MSE:    0.0963981877207756
Testing MAE:    0.21528207702636717

Epoch  3
Training loss:  0.08967490084320306
Training MSE:   0.08967490084320306
Training MAE:   0.2018040512084961
Testing loss:   0.14233755662441253
Testing MSE:    0.14233755662441253
Testing MAE:    0.3135112319946289

Epoch  4
Training loss:  0.07501111382320523
Training MSE:   0.07501111382320523
Training MAE:   0.19023588409423828
Testing loss:   0.10381652423143387
Testing MSE:    0.10381652423143387
Testing MAE:    0.2594116516113281

Epoch  5
Training loss:  0.07608196604251861
Training MSE:   0.07608196604251861
Training MAE:   0.1993924545288086
Testing loss:   0.059667668545246126
Testing MSE:    0.059667668545246126
Testing MAE:    0.16897696990966796

Epoch  6
Training loss:  0.07375505263060331
Training MSE:   0.07375505263060331
Training MAE:   0.19907609367370604
Testing loss:   0.050913134914636615
Testing MSE:    0.050913134914636615
Testing MAE:    0.15993632354736328

Epoch  7
Training loss:  0.08242989898100496
Training MSE:   0.08242989898100496
Training MAE:   0.2142655475616455
Testing loss:   0.06628940129876137
Testing MSE:    0.06628940129876137
Testing MAE:    0.18834131927490233

Epoch  8
Training loss:  0.09469390515610576
Training MSE:   0.09469390515610576
Training MAE:   0.23264053153991698
Testing loss:   0.09478326549530029
Testing MSE:    0.09478326549530029
Testing MAE:    0.24853053131103517

Epoch  9
Training loss:  0.08744623581171036
Training MSE:   0.08744623581171036
Training MAE:   0.22490158576965333
Testing loss:   0.1725929765701294
Testing MSE:    0.1725929765701294
Testing MAE:    0.3737078826904297

Training loss:  0.1742029101550579
Training MSE:   0.1742029101550579
Training MAE:   0.3740674411773682

Testing loss:  0.1725929765701294
Testing MSE:   0.1725929765701294
Testing MAE:   0.3737078826904297

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 15, 5]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  10243.805429063892
Training MSE:   10243.805429063892
Training MAE:   36.18638172531128
Testing loss:   4.621897721862793
Testing MSE:    4.621897721862793
Testing MAE:    1.7028844635009766

Epoch  1
Training loss:  0.8229977062106133
Training MSE:   0.8229977062106133
Training MAE:   0.5605724529266357
Testing loss:   0.17219116322994232
Testing MSE:    0.17219116322994232
Testing MAE:    0.2918000411987305

Epoch  2
Training loss:  0.11523870850652457
Training MSE:   0.11523870850652457
Training MAE:   0.22220102844238282
Testing loss:   0.07406933243274688
Testing MSE:    0.07406933243274688
Testing MAE:    0.18532452087402343

Epoch  3
Training loss:  0.08410170322209597
Training MSE:   0.08410170322209597
Training MAE:   0.19881847953796386
Testing loss:   0.06988706515431405
Testing MSE:    0.06988706515431405
Testing MAE:    0.18159744567871094

Epoch  4
Training loss:  0.08078910087645054
Training MSE:   0.08078910087645054
Training MAE:   0.20353964767456054
Testing loss:   0.0729096529841423
Testing MSE:    0.0729096529841423
Testing MAE:    0.19660491333007812

Epoch  5
Training loss:  0.07171732668429613
Training MSE:   0.07171732668429613
Training MAE:   0.1927066879272461
Testing loss:   0.05808727107644081
Testing MSE:    0.05808727107644081
Testing MAE:    0.1765825393676758

Epoch  6
Training loss:  0.07518313024565577
Training MSE:   0.07518313024565577
Training MAE:   0.2010216609954834
Testing loss:   0.05095917711853981
Testing MSE:    0.05095917711853981
Testing MAE:    0.15630584716796875

Epoch  7
Training loss:  0.07341929072663188
Training MSE:   0.07341929072663188
Training MAE:   0.19973713188171388
Testing loss:   0.048550965410470964
Testing MSE:    0.048550965410470964
Testing MAE:    0.15734459533691406

Epoch  8
Training loss:  0.08930689562410116
Training MSE:   0.08930689562410116
Training MAE:   0.22637582778930665
Testing loss:   0.07738816766142845
Testing MSE:    0.07738816766142845
Testing MAE:    0.22377763519287108

Epoch  9
Training loss:  0.08581070694848895
Training MSE:   0.08581070694848895
Training MAE:   0.22172390785217286
Testing loss:   0.04331094045639038
Testing MSE:    0.04331094045639038
Testing MAE:    0.14961029205322265

Training loss:  0.04349420885294676
Training MSE:   0.04349420885294676
Training MAE:   0.14853798675537108

Testing loss:  0.04331094045639038
Testing MSE:   0.04331094045639038
Testing MAE:   0.14961029205322265

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 10, 25]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  8807.822381048583
Training MSE:   8807.822381048583
Training MAE:   31.04871480102539
Testing loss:   42.43487302856445
Testing MSE:    42.43487302856445
Testing MAE:    5.141913322448731

Epoch  1
Training loss:  20.673061926460267
Training MSE:   20.673061926460267
Training MAE:   3.38925440826416
Testing loss:   5.4659354110717775
Testing MSE:    5.4659354110717775
Testing MAE:    1.8087198028564453

Epoch  2
Training loss:  2.2312066039562226
Training MSE:   2.2312066039562226
Training MAE:   1.0785877464294433
Testing loss:   0.7397671736240387
Testing MSE:    0.7397671736240387
Testing MAE:    0.6310109115600586

Epoch  3
Training loss:  0.5099631141901017
Training MSE:   0.5099631141901017
Training MAE:   0.5159110710144043
Testing loss:   0.2882908949613571
Testing MSE:    0.2882908949613571
Testing MAE:    0.3696766937255859

Epoch  4
Training loss:  0.20402165322750807
Training MSE:   0.20402165322750807
Training MAE:   0.30600181999206544
Testing loss:   0.12622269719839097
Testing MSE:    0.12622269719839097
Testing MAE:    0.2209825958251953

Epoch  5
Training loss:  0.12095157795995475
Training MSE:   0.12095157795995475
Training MAE:   0.2313375171661377
Testing loss:   0.11716213818788529
Testing MSE:    0.11716213818788529
Testing MAE:    0.24744473571777345

Epoch  6
Training loss:  0.11196813537031412
Training MSE:   0.11196813537031412
Training MAE:   0.2352105312347412
Testing loss:   0.07345647981762886
Testing MSE:    0.07345647981762886
Testing MAE:    0.17559073028564454

Epoch  7
Training loss:  0.1366177224740386
Training MSE:   0.1366177224740386
Training MAE:   0.2748654327392578
Testing loss:   0.06312085946202278
Testing MSE:    0.06312085946202278
Testing MAE:    0.1650005111694336

Epoch  8
Training loss:  0.14612994923517109
Training MSE:   0.14612994923517109
Training MAE:   0.28822188034057616
Testing loss:   0.06351518402695656
Testing MSE:    0.06351518402695656
Testing MAE:    0.1816781463623047

Epoch  9
Training loss:  0.12831857300251723
Training MSE:   0.12831857300251723
Training MAE:   0.2712959857940674
Testing loss:   0.050713657167553904
Testing MSE:    0.050713657167553904
Testing MAE:    0.14938893280029297

Training loss:  0.05040635369196534
Training MSE:   0.05040635369196534
Training MAE:   0.14876672134399413

Testing loss:  0.050713657167553904
Testing MSE:   0.050713657167553904
Testing MAE:   0.14938893280029297

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 10, 20]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  17135.518390928126
Training MSE:   17135.518390928126
Training MAE:   51.64718159942627
Testing loss:   1.4758053298950196
Testing MSE:    1.4758053298950196
Testing MAE:    0.8718854415893554

Epoch  1
Training loss:  0.46228466812968255
Training MSE:   0.46228466812968255
Training MAE:   0.422554504776001
Testing loss:   0.12533044931292533
Testing MSE:    0.12533044931292533
Testing MAE:    0.20337006225585938

Epoch  2
Training loss:  0.10347199693024159
Training MSE:   0.10347199693024159
Training MAE:   0.19463624267578125
Testing loss:   0.0767730629146099
Testing MSE:    0.0767730629146099
Testing MAE:    0.17117363739013672

Epoch  3
Training loss:  0.07804132865667343
Training MSE:   0.07804132865667343
Training MAE:   0.18656305274963378
Testing loss:   0.06400602288246154
Testing MSE:    0.06400602288246154
Testing MAE:    0.16623145446777343

Epoch  4
Training loss:  0.07206976055651904
Training MSE:   0.07206976055651904
Training MAE:   0.18931874504089355
Testing loss:   0.05645401950478554
Testing MSE:    0.05645401950478554
Testing MAE:    0.1657546371459961

Epoch  5
Training loss:  0.06501437572985888
Training MSE:   0.06501437572985888
Training MAE:   0.18137265815734863
Testing loss:   0.07278100380301475
Testing MSE:    0.07278100380301475
Testing MAE:    0.20887908172607422

Epoch  6
Training loss:  0.06492143254205585
Training MSE:   0.06492143254205585
Training MAE:   0.18474570083618164
Testing loss:   0.055147859045863154
Testing MSE:    0.055147859045863154
Testing MAE:    0.1660102813720703

Epoch  7
Training loss:  0.07629279726594687
Training MSE:   0.07629279726594687
Training MAE:   0.20678038177490235
Testing loss:   0.05416235639452934
Testing MSE:    0.05416235639452934
Testing MAE:    0.17532812805175782

Epoch  8
Training loss:  0.08301551807150245
Training MSE:   0.08301551807150245
Training MAE:   0.2186937728881836
Testing loss:   0.04295474365055561
Testing MSE:    0.04295474365055561
Testing MAE:    0.1483007034301758

Epoch  9
Training loss:  0.08322623712792993
Training MSE:   0.08322623712792993
Training MAE:   0.21913093566894531
Testing loss:   0.06349517512321472
Testing MSE:    0.06349517512321472
Testing MAE:    0.19197592010498046

Training loss:  0.06493829740136862
Training MSE:   0.06493829740136862
Training MAE:   0.19234986305236818

Testing loss:  0.06349517512321472
Testing MSE:   0.06349517512321472
Testing MAE:   0.19197592010498046

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 10, 15]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  6073.744606245423
Training MSE:   6073.744606245423
Training MAE:   24.508341709899902
Testing loss:   18.689219573974608
Testing MSE:    18.689219573974608
Testing MAE:    3.363036541748047

Epoch  1
Training loss:  9.433095867395402
Training MSE:   9.433095867395402
Training MAE:   2.2832558601379396
Testing loss:   2.3908457733154296
Testing MSE:    2.3908457733154296
Testing MAE:    1.1743553756713867

Epoch  2
Training loss:  0.886498760175705
Training MSE:   0.886498760175705
Training MAE:   0.6801163398742676
Testing loss:   0.37650238080024717
Testing MSE:    0.37650238080024717
Testing MAE:    0.4800427032470703

Epoch  3
Training loss:  0.19162568591237067
Training MSE:   0.19162568591237067
Training MAE:   0.30558980751037595
Testing loss:   0.10947511103153229
Testing MSE:    0.10947511103153229
Testing MAE:    0.2142481460571289

Epoch  4
Training loss:  0.10471745328754187
Training MSE:   0.10471745328754187
Training MAE:   0.21414421577453613
Testing loss:   0.07591292316913605
Testing MSE:    0.07591292316913605
Testing MAE:    0.17961533203125

Epoch  5
Training loss:  0.08902613141834737
Training MSE:   0.08902613141834737
Training MAE:   0.20506895332336425
Testing loss:   0.07560408737659455
Testing MSE:    0.07560408737659455
Testing MAE:    0.19756057586669923

Epoch  6
Training loss:  0.08830741828680039
Training MSE:   0.08830741828680039
Training MAE:   0.21339372444152832
Testing loss:   0.0580542917907238
Testing MSE:    0.0580542917907238
Testing MAE:    0.164932568359375

Epoch  7
Training loss:  0.10786837995350361
Training MSE:   0.10786837995350361
Training MAE:   0.24616966133117676
Testing loss:   0.07254932673573494
Testing MSE:    0.07254932673573494
Testing MAE:    0.2052470428466797

Epoch  8
Training loss:  0.11443735959231853
Training MSE:   0.11443735959231853
Training MAE:   0.2570429180145264
Testing loss:   0.08503630728721619
Testing MSE:    0.08503630728721619
Testing MAE:    0.2335062484741211

Epoch  9
Training loss:  0.14069591203778983
Training MSE:   0.14069591203778983
Training MAE:   0.28898292274475096
Testing loss:   0.04412606151103973
Testing MSE:    0.04412606151103973
Testing MAE:    0.14725861968994142

Training loss:  0.044854820067435505
Training MSE:   0.044854820067435505
Training MAE:   0.14652269439697266

Testing loss:  0.04412606151103973
Testing MSE:   0.04412606151103973
Testing MAE:   0.14725861968994142

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 10, 10]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  13316.799928623199
Training MSE:   13316.799928623199
Training MAE:   42.40897957763672
Testing loss:   19.38080066833496
Testing MSE:    19.38080066833496
Testing MAE:    3.426934722900391

Epoch  1
Training loss:  14.689348683929444
Training MSE:   14.689348683929444
Training MAE:   2.9779801387786864
Testing loss:   9.885546949768067
Testing MSE:    9.885546949768067
Testing MAE:    2.458893835449219

Epoch  2
Training loss:  5.8232542352676395
Training MSE:   5.8232542352676395
Training MAE:   1.8377204391479491
Testing loss:   2.3465344352722166
Testing MSE:    2.3465344352722166
Testing MAE:    1.1756648071289062

Epoch  3
Training loss:  0.9433081393003464
Training MSE:   0.9433081393003464
Training MAE:   0.6766895732879639
Testing loss:   0.2472893324136734
Testing MSE:    0.2472893324136734
Testing MAE:    0.3290609664916992

Epoch  4
Training loss:  0.16796062944978477
Training MSE:   0.16796062944978477
Training MAE:   0.2673976058959961
Testing loss:   0.11864136303067208
Testing MSE:    0.11864136303067208
Testing MAE:    0.21941457061767577

Epoch  5
Training loss:  0.1156158550158143
Training MSE:   0.1156158550158143
Training MAE:   0.22034050216674805
Testing loss:   0.0870006962776184
Testing MSE:    0.0870006962776184
Testing MAE:    0.18119371948242188

Epoch  6
Training loss:  0.09607688573226332
Training MSE:   0.09607688573226332
Training MAE:   0.20600629463195802
Testing loss:   0.10963154300451279
Testing MSE:    0.10963154300451279
Testing MAE:    0.25393038635253906

Epoch  7
Training loss:  0.09457236091196537
Training MSE:   0.09457236091196537
Training MAE:   0.21847889518737793
Testing loss:   0.17731742441654205
Testing MSE:    0.17731742441654205
Testing MAE:    0.3617057098388672

Epoch  8
Training loss:  0.10817863400876522
Training MSE:   0.10817863400876522
Training MAE:   0.24525594787597657
Testing loss:   0.21702195036411284
Testing MSE:    0.21702195036411284
Testing MAE:    0.41271511840820313

Epoch  9
Training loss:  0.10853212459385395
Training MSE:   0.10853212459385395
Training MAE:   0.24553096199035646
Testing loss:   0.1167992149591446
Testing MSE:    0.1167992149591446
Testing MAE:    0.28244872283935546

Training loss:  0.11668050961196423
Training MSE:   0.11668050961196423
Training MAE:   0.2833759834289551

Testing loss:  0.1167992149591446
Testing MSE:   0.1167992149591446
Testing MAE:   0.28244872283935546

Number of layers:  3
Number of units in layer [1,2,3]:  [20, 10, 5]
Activation function in layer [1,2,3]:  ['relu', 'relu', 'relu']
Loss function:  mean_squared_error
Number of epochs:  10
Batch size:  32

Epoch  0
Training loss:  11066.322282466126
Training MSE:   11066.322282466126
Training MAE:   37.097295771789554
Testing loss:   25.682072790527343
Testing MSE:    25.682072790527343
Testing MAE:    4.1032247039794925

Epoch  1
Training loss:  16.803235836410522
Training MSE:   16.803235836410522
Training MAE:   3.260468783569336
Testing loss:   8.374169058227539
Testing MSE:    8.374169058227539
Testing MAE:    2.3333568939208984

Epoch  2
Training loss:  4.468612439107895
Training MSE:   4.468612439107895
Training MAE:   1.646558289718628
Testing loss:   1.596764811706543
Testing MSE:    1.596764811706543
Testing MAE:    1.0040096740722657

Epoch  3
Training loss:  0.7898716966509819
Training MSE:   0.7898716966509819
Training MAE:   0.6822417041778565
Testing loss:   0.338554631280899
Testing MSE:    0.338554631280899
Testing MAE:    0.46712378234863283

Epoch  4
Training loss:  0.17527727239131927
Training MSE:   0.17527727239131927
Training MAE:   0.31613521423339846
Testing loss:   0.10079165543317795
Testing MSE:    0.10079165543317795
